,Location,2019 Population,Town or City,2019 Rental Rates,State,City,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson,Crime Population,Crime Rate,Urban Population by City Size Categories,Urban Population by City Size Ranges,Rental Rate Categories,Rental Rate Ranges,Crime Rate Categories,Crime Rate Ranges,Walk Score,Bike Score,Walk Score Categories,Walk Score Ranges,Bike Score Categories,Bike Score Ranges,Cost of Living Index,Cost of Living Index Categories,Cost of Living Index Ranges
1361,"Houston, Texas",2320268,city,1800,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1362,"Houston, Texas",2320268,city,1373,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1363,"Houston, Texas",2320268,city,1637,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1364,"Houston, Texas",2320268,city,1594,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1365,"Houston, Texas",2320268,city,1498,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1366,"Houston, Texas",2320268,city,1416,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1367,"Houston, Texas",2320268,city,1319,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1368,"Houston, Texas",2320268,city,1696,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1369,"Houston, Texas",2320268,city,1547,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1370,"Houston, Texas",2320268,city,1233,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Low Rent,"$581.99-1,294.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1371,"Houston, Texas",2320268,city,1578,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1372,"Houston, Texas",2320268,city,1388,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1373,"Houston, Texas",2320268,city,1874,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1374,"Houston, Texas",2320268,city,1258,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Low Rent,"$581.99-1,294.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1375,"Houston, Texas",2320268,city,1486,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1376,"Houston, Texas",2320268,city,1573,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1377,"Houston, Texas",2320268,city,1388,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1378,"Houston, Texas",2320268,city,1278,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Low Rent,"$581.99-1,294.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1379,"Houston, Texas",2320268,city,1317,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1380,"Houston, Texas",2320268,city,1187,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Low Rent,"$581.99-1,294.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1381,"Houston, Texas",2320268,city,935,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Low Rent,"$581.99-1,294.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1382,"Houston, Texas",2320268,city,1757,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1383,"Houston, Texas",2320268,city,1296,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1384,"Houston, Texas",2320268,city,1547,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1385,"Houston, Texas",2320268,city,1662,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1386,"Houston, Texas",2320268,city,1603,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1387,"Houston, Texas",2320268,city,1499,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1388,"Houston, Texas",2320268,city,1450,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1389,"Houston, Texas",2320268,city,1538,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1390,"Houston, Texas",2320268,city,2121,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Highest Rent,"$1891.50-6,373",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1391,"Houston, Texas",2320268,city,1214,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Low Rent,"$581.99-1,294.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1392,"Houston, Texas",2320268,city,1219,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Low Rent,"$581.99-1,294.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1393,"Houston, Texas",2320268,city,1692,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1394,"Houston, Texas",2320268,city,1499,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1395,"Houston, Texas",2320268,city,1812,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1396,"Houston, Texas",2320268,city,1384,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1397,"Houston, Texas",2320268,city,1405,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1398,"Houston, Texas",2320268,city,1713,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1399,"Houston, Texas",2320268,city,1570,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1400,"Houston, Texas",2320268,city,1437,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1401,"Houston, Texas",2320268,city,1706,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1402,"Houston, Texas",2320268,city,1538,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1403,"Houston, Texas",2320268,city,1717,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1404,"Houston, Texas",2320268,city,1575,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1405,"Houston, Texas",2320268,city,1157,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Low Rent,"$581.99-1,294.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1406,"Houston, Texas",2320268,city,1258,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Low Rent,"$581.99-1,294.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1407,"Houston, Texas",2320268,city,1751,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1408,"Houston, Texas",2320268,city,1648,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1409,"Houston, Texas",2320268,city,1383,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1410,"Houston, Texas",2320268,city,1546,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1411,"Houston, Texas",2320268,city,1769,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1412,"Houston, Texas",2320268,city,1211,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Low Rent,"$581.99-1,294.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1413,"Houston, Texas",2320268,city,2012,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Highest Rent,"$1891.50-6,373",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1414,"Houston, Texas",2320268,city,1197,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Low Rent,"$581.99-1,294.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1415,"Houston, Texas",2320268,city,1617,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1416,"Houston, Texas",2320268,city,1558,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1417,"Houston, Texas",2320268,city,1830,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1418,"Houston, Texas",2320268,city,1522,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1419,"Houston, Texas",2320268,city,1631,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1420,"Houston, Texas",2320268,city,1894,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Highest Rent,"$1891.50-6,373",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1421,"Houston, Texas",2320268,city,1580,Texas,Houston,25257,275,1249,9147,14586,101750,17038,71614,13098,485,2355606,10968.5174298831,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",48,51,Higher Walk Score,38.0-48.0,Higher Bike Scores,46.0-52.0,96.9,Higher Cost of Living Index,96.18-103.74
1422,"San Antonio, Texas",1547253,city,1363,Texas,San Antonio,11046,105,1630,1965,7346,67422,8172,51469,7781,181,1559166,10154.577176454011,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",35,45,Average Walk Score,31.0-38.0,Average Bike Scores,41.0-46.0,93.7,Average Cost of Living Index,91.4-96.18
1423,"San Antonio, Texas",1547253,city,1346,Texas,San Antonio,11046,105,1630,1965,7346,67422,8172,51469,7781,181,1559166,10154.577176454011,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",35,45,Average Walk Score,31.0-38.0,Average Bike Scores,41.0-46.0,93.7,Average Cost of Living Index,91.4-96.18
1424,"San Antonio, Texas",1547253,city,1089,Texas,San Antonio,11046,105,1630,1965,7346,67422,8172,51469,7781,181,1559166,10154.577176454011,Large Metropolitan Area,"1,500,000 <",Low Rent,"$581.99-1,294.50",Higher Crime,"9,683.737-11,316.718",35,45,Average Walk Score,31.0-38.0,Average Bike Scores,41.0-46.0,93.7,Average Cost of Living Index,91.4-96.18
1425,"San Antonio, Texas",1547253,city,1180,Texas,San Antonio,11046,105,1630,1965,7346,67422,8172,51469,7781,181,1559166,10154.577176454011,Large Metropolitan Area,"1,500,000 <",Low Rent,"$581.99-1,294.50",Higher Crime,"9,683.737-11,316.718",35,45,Average Walk Score,31.0-38.0,Average Bike Scores,41.0-46.0,93.7,Average Cost of Living Index,91.4-96.18
1426,"San Antonio, Texas",1547253,city,1467,Texas,San Antonio,11046,105,1630,1965,7346,67422,8172,51469,7781,181,1559166,10154.577176454011,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",35,45,Average Walk Score,31.0-38.0,Average Bike Scores,41.0-46.0,93.7,Average Cost of Living Index,91.4-96.18
1427,"San Antonio, Texas",1547253,city,1178,Texas,San Antonio,11046,105,1630,1965,7346,67422,8172,51469,7781,181,1559166,10154.577176454011,Large Metropolitan Area,"1,500,000 <",Low Rent,"$581.99-1,294.50",Higher Crime,"9,683.737-11,316.718",35,45,Average Walk Score,31.0-38.0,Average Bike Scores,41.0-46.0,93.7,Average Cost of Living Index,91.4-96.18
1428,"San Antonio, Texas",1547253,city,1806,Texas,San Antonio,11046,105,1630,1965,7346,67422,8172,51469,7781,181,1559166,10154.577176454011,Large Metropolitan Area,"1,500,000 <",Higher Rent,"$1,549-1,891.50",Higher Crime,"9,683.737-11,316.718",35,45,Average Walk Score,31.0-38.0,Average Bike Scores,41.0-46.0,93.7,Average Cost of Living Index,91.4-96.18
1429,"San Antonio, Texas",1547253,city,1515,Texas,San Antonio,11046,105,1630,1965,7346,67422,8172,51469,7781,181,1559166,10154.577176454011,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",35,45,Average Walk Score,31.0-38.0,Average Bike Scores,41.0-46.0,93.7,Average Cost of Living Index,91.4-96.18
1430,"San Antonio, Texas",1547253,city,1126,Texas,San Antonio,11046,105,1630,1965,7346,67422,8172,51469,7781,181,1559166,10154.577176454011,Large Metropolitan Area,"1,500,000 <",Low Rent,"$581.99-1,294.50",Higher Crime,"9,683.737-11,316.718",35,45,Average Walk Score,31.0-38.0,Average Bike Scores,41.0-46.0,93.7,Average Cost of Living Index,91.4-96.18
1431,"San Antonio, Texas",1547253,city,1434,Texas,San Antonio,11046,105,1630,1965,7346,67422,8172,51469,7781,181,1559166,10154.577176454011,Large Metropolitan Area,"1,500,000 <",Average Rent,"$1,294.50-1,549",Higher Crime,"9,683.737-11,316.718",35,45,Average Walk Score,31.0-38.0,Average Bike Scores,41.0-46.0,93.7,Average Cost of Living Index,91.4-96.18
1432,"San Antonio, Texas",1547253,city,1272,Texas,San Antonio,11046,105,1630,1965,7346,67422,8172,51469,7781,181,1559166,10154.577176454011,Large Metropolitan Area,"1,500,000 <",Low Rent,"$581.99-1,294.50",Higher Crime,"9,683.737-11,316.718",35,45,Average Walk Score,31.0-38.0,Average Bike Scores,41.0-46.0,93.7,Average Cost of Living Index,91.4-96.18
